"prodID";"prodName";"compID";"compName";"gender";"category";"size";"occasion";"material";"weight";"repeatable";"made";"warranty";"price"
175;"Coordinating Versatile Belly chain";26;"Reinger and Sons";"Male";"Belly chain";611;"Wedding";"Silk";1;"No";"Machine";"Yes";12855
176;"Sparkly Reflective Anklet";26;"Reinger and Sons";"Male";"Anklet";174;"Holiday";"Tanzanites";11;"No";"Handmade";"No";4069
177;"Flexible Adorable Armlet";26;"Reinger and Sons";"Male";"Armlet";169;"Surgery";"Crystal";18;"Yes";"Handmade";"No";2009
178;"Clustered Prismatic Circlet";26;"Reinger and Sons";"Male";"Circlet";605;"Anniversary";"Tanzanites";14;"Yes";"Machine";"No";671
179;"Teardrop Simple Preppy Anklet";27;"Quitzon-Rempel and Co";"Female";"Anklet";173;"Wedding";"Colored Gemstones";18;"No";"Handmade";"No";18255
180;"Precious Top-Of-The-Line Set Necklace";27;"Quitzon-Rempel and Co";"Female";"Necklace";408;"Holiday";"Crystal";19;"No";"Handmade";"No";23187
181;"Edgy Large Genuine Charm";27;"Quitzon-Rempel and Co";"Male";"Charm";13;"Wedding";"Rose Gold";10;"Yes";"Machine";"Yes";7768
182;"Waterproof Slender Armlet";27;"Quitzon-Rempel and Co";"Female";"Armlet";206;"Birthday";"Sterling Silver";2;"No";"Handmade";"Yes";18729
183;"Radiant Silver Charming Cuff links";27;"Quitzon-Rempel and Co";"Female";"Cuff links";23;"Wedding";"Titanium";6;"No";"Machine";"Yes";23718
184;"Gold-Filled Dependable Dramatic Charm";27;"Quitzon-Rempel and Co";"Female";"Charm";23;"Anniversary";"Lacquer";13;"Yes";"Handmade";"No";8799
185;"Precious Sassy Adjustable Pin";27;"Quitzon-Rempel and Co";"Male";"Pin";33;"Apology";"Silk";13;"Yes";"Machine";"No";19816
186;"Attention-Getting Sporty Lightweight Amulet";28;"Waelchi-Streich";"Male";"Amulet";38;"Just Because";"Sterling Silver";7;"Yes";"Machine";"No";2895
187;"Reliable Striking Cuff links";28;"Waelchi-Streich";"Male";"Cuff links";13;"Surgery";"Pearls";2;"No";"Handmade";"No";5495
188;"Classic Edgy Dangling Amulet";28;"Waelchi-Streich";"Male";"Amulet";23;"Surgery";"Onyx";7;"No";"Handmade";"Yes";3202
189;"Distinctive Timeless Tapered Ring";28;"Waelchi-Streich";"Male";"Ring";9;"Apology";"Diamonds";18;"No";"Machine";"Yes";4578
190;"Funky Studded Antique Belly chain";29;"Russel-Johnson";"Male";"Belly chain";550;"Thank You";"Ruthenium";17;"Yes";"Machine";"Yes";6220
191;"Comfortable Multistrand Bracelet";29;"Russel-Johnson";"Female";"Bracelet";166;"Surgery";"Turquoise";2;"Yes";"Machine";"Yes";6153
192;"Inlaid Minimalist Ring";29;"Russel-Johnson";"Female";"Ring";5;"Graduation";"Titanium";19;"No";"Handmade";"Yes";17008
193;"Bejeweled Trendsetting Flawless Circlet";29;"Russel-Johnson";"Male";"Circlet";587;"Surgery";"Sterling Silver";1;"Yes";"Handmade";"No";7222
194;"Exceptional Carved Teardrop Brooch";29;"Russel-Johnson";"Male";"Brooch";32;"Promotion";"Crystal";12;"No";"Handmade";"Yes";5624
195;"Hand-Finished Stunning Charm";29;"Russel-Johnson";"Female";"Charm";24;"Engagement";"Colored Gemstones";7;"No";"Machine";"Yes";17400
196;"Beaded Gold Cutting-Edge Armlet";29;"Russel-Johnson";"Female";"Armlet";184;"Baby Shower";"Gold";13;"Yes";"Machine";"No";11898
197;"Smooth Two-Tone Necklace";29;"Russel-Johnson";"Male";"Necklace";483;"Just Because";"Platinum";3;"Yes";"Machine";"Yes";5005
198;"Cutting-Edge Smoky Pendant";29;"Russel-Johnson";"Male";"Pendant";46;"Engagement";"Crystal";19;"Yes";"Handmade";"No";3453
199;"Rocker-Style Sassy Sale-Priced Pin";29;"Russel-Johnson";"Female";"Pin";41;"Anniversary";"Colored Gemstones";7;"Yes";"Machine";"Yes";4450
200;"Original Rust-Resistant Pierced Earrings";30;"Jacobs Okuneva and Monahan";"Female";"Earrings";2;"Just Because";"White Gold";15;"Yes";"Machine";"No";4809
201;"Exotic Gold-Filled Earrings";31;"Prohaska-Price PLC";"Female";"Earrings";10;"Surgery";"Silk";13;"Yes";"Handmade";"Yes";29562
202;"Hand-Crafted Beaded Watch";31;"Prohaska-Price PLC";"Male";"Watch";35;"Wedding";"Ruthenium";13;"Yes";"Handmade";"Yes";7679
203;"Hand-Carved Mosaic Smooth Circlet";31;"Prohaska-Price PLC";"Male";"Circlet";527;"Anniversary";"Lacquer";5;"No";"Handmade";"No";8342
204;"Solid Multi-Faceted Teardrop Watch";31;"Prohaska-Price PLC";"Male";"Watch";40;"Thank You";"Sapphires";15;"Yes";"Handmade";"No";2193
205;"Dainty Edgy Bracelet";31;"Prohaska-Price PLC";"Female";"Bracelet";192;"Promotion";"Sterling Silver";7;"No";"Handmade";"No";19860
206;"Smoky Artisanal Hairpin";31;"Prohaska-Price PLC";"Female";"Hairpin";26;"Wedding";"Silk";14;"Yes";"Handmade";"Yes";17633
207;"Structural Dapper Kiln-Fired Amulet";31;"Prohaska-Price PLC";"Female";"Amulet";48;"Baby Shower";"Stainless Steel";12;"Yes";"Machine";"No";13385
208;"Inlaid Designer Charm";31;"Prohaska-Price PLC";"Female";"Charm";48;"Promotion";"Platinum";7;"Yes";"Handmade";"No";11131
209;"Unique Marquise-Cut Pin";32;"Gottlieb Beier and Keeling";"Male";"Pin";16;"Birthday";"Onyx";2;"No";"Machine";"No";9586
210;"Metallic Bold Wardrobe-Friendly Bracelet";32;"Gottlieb Beier and Keeling";"Male";"Bracelet";195;"Graduation";"Titanium";4;"Yes";"Machine";"No";925
211;"Timeless Preppy Necklace";32;"Gottlieb Beier and Keeling";"Female";"Necklace";591;"Baby Shower";"White Gold";5;"Yes";"Machine";"Yes";7410
212;"Round-Cut Two-Tone Hairpin";32;"Gottlieb Beier and Keeling";"Female";"Hairpin";49;"Surgery";"Diamonds";9;"No";"Handmade";"No";21227
213;"Classic Polished Engraved Necklace";32;"Gottlieb Beier and Keeling";"Male";"Necklace";579;"Birthday";"Onyx";13;"No";"Handmade";"Yes";10505
214;"Nickel-Free Artisanal Hairpin";32;"Gottlieb Beier and Keeling";"Female";"Hairpin";28;"Surgery";"Titanium";20;"Yes";"Machine";"No";11990
215;"Textured Striking Circlet";32;"Gottlieb Beier and Keeling";"Female";"Circlet";608;"Anniversary";"Diamonds";18;"Yes";"Machine";"No";10228
216;"Dapper Finely Detailed Suspended Locket";32;"Gottlieb Beier and Keeling";"Female";"Locket";19;"Promotion";"Colored Gemstones";5;"No";"Machine";"Yes";12223
217;"Funky Beaded Earrings";32;"Gottlieb Beier and Keeling";"Male";"Earrings";7;"Thank You";"Colored Diamonds";10;"No";"Machine";"No";18285
218;"Comfy Gold Cool Hairpin";33;"Kilback-Smitham";"Male";"Hairpin";27;"Just Because";"White Gold";1;"No";"Handmade";"Yes";6096
219;"Hinged Plated Earrings";33;"Kilback-Smitham";"Male";"Earrings";7;"Just Because";"Sapphires";12;"Yes";"Handmade";"No";3536
220;"Cut-Out Smoky Amulet";33;"Kilback-Smitham";"Female";"Amulet";23;"Birthday";"Platinum";11;"No";"Machine";"No";7399
221;"Chic Hand-Hammered Charm";34;"Lind-Sanford and Co";"Male";"Charm";25;"Graduation";"Platinum";6;"No";"Machine";"No";11624
222;"Encased Dependable Polished Bracelet";34;"Lind-Sanford and Co";"Male";"Bracelet";157;"Just Because";"Platinum";10;"Yes";"Machine";"No";4143
223;"Simple Genuine Scratch-Resistant Anklet";35;"Kemmer Ltd";"Female";"Anklet";176;"Anniversary";"Colored Gemstones";17;"No";"Handmade";"No";19795
224;"Hand-Finished Scratch-Resistant Brooch";35;"Kemmer Ltd";"Female";"Brooch";44;"Apology";"Diamonds";12;"No";"Machine";"No";31670
225;"Ornate Stunning Hairpin";35;"Kemmer Ltd";"Male";"Hairpin";50;"Engagement";"Silk";2;"Yes";"Handmade";"No";14188
226;"Snag-Free Elegant Pendant";35;"Kemmer Ltd";"Male";"Pendant";13;"Anniversary";"Sapphires";10;"No";"Handmade";"No";10368
227;"Wooden Round-Cut Bangle-Style Belly chain";35;"Kemmer Ltd";"Male";"Belly chain";570;"Surgery";"Crystal";16;"No";"Machine";"Yes";9024
228;"Flawless Wrapped Bracelet";35;"Kemmer Ltd";"Male";"Bracelet";150;"Engagement";"Colored Gemstones";2;"No";"Machine";"Yes";14235
229;"Gorgeous Preppy Engineered Hairpin";35;"Kemmer Ltd";"Female";"Hairpin";21;"Promotion";"Onyx";3;"No";"Machine";"No";9363
230;"Innovative Brilliant Princess-Cut Pin";35;"Kemmer Ltd";"Male";"Pin";28;"Thank You";"Crystal";16;"No";"Machine";"No";10264
231;"Silver-Tone Burnished Rough-Cut Earrings";35;"Kemmer Ltd";"Female";"Earrings";3;"Baby Shower";"Platinum";11;"No";"Handmade";"No";12951
232;"Glitzy Artisanal Bracelet";36;"Nienow Wehner and Sanford";"Female";"Bracelet";158;"Holiday";"Stainless Steel";8;"Yes";"Handmade";"Yes";3450
233;"Exotic Precious Ring";36;"Nienow Wehner and Sanford";"Male";"Ring";6;"Holiday";"Onyx";7;"No";"Machine";"No";5122
234;"Structural Graceful Charm";36;"Nienow Wehner and Sanford";"Male";"Charm";19;"Wedding";"Ruthenium";4;"No";"Machine";"No";3395
235;"Innovative Princess-Cut Amulet";37;"Stracke LLC";"Female";"Amulet";44;"Engagement";"Colored Diamonds";12;"Yes";"Machine";"Yes";21916
236;"Timeless Subtle Amulet";37;"Stracke LLC";"Female";"Amulet";39;"Engagement";"Sterling Silver";5;"Yes";"Handmade";"Yes";17271
237;"Reflective Multi-Faceted Amulet";38;"Goyette and Sons and Co";"Female";"Amulet";20;"Baby Shower";"Silk";2;"No";"Machine";"Yes";18997
238;"Elegant Glittering Fancy Ring";38;"Goyette and Sons and Co";"Female";"Ring";3;"Holiday";"Sapphires";10;"Yes";"Machine";"Yes";3498
239;"Sale-Priced Everyday Round-Cut Cuff links";38;"Goyette and Sons and Co";"Female";"Cuff links";15;"Promotion";"Aquamarines";11;"Yes";"Machine";"Yes";2917
240;"Scratch-Resistant Elegant Necklace";38;"Goyette and Sons and Co";"Female";"Necklace";413;"Birthday";"Platinum";4;"Yes";"Handmade";"Yes";3269
241;"Faceted Comfortable Cuff links";39;"Hintz-Blanda and Sons";"Male";"Cuff links";46;"Surgery";"Ruthenium";9;"Yes";"Machine";"Yes";1182
242;"Crackled Ornate Cuff links";39;"Hintz-Blanda and Sons";"Female";"Cuff links";36;"Anniversary";"Pearls";1;"No";"Machine";"Yes";6541
243;"Hand-Hammered Silver Watch";39;"Hintz-Blanda and Sons";"Male";"Watch";39;"Engagement";"Platinum";20;"No";"Machine";"No";5498
244;"Simple Minimalist Dainty Armlet";39;"Hintz-Blanda and Sons";"Female";"Armlet";210;"Just Because";"Rose Gold";10;"Yes";"Machine";"No";2980
245;"Versatile Exceptional Slip-On Pin";39;"Hintz-Blanda and Sons";"Female";"Pin";50;"Graduation";"Pearls";6;"No";"Machine";"No";7131
246;"Wooden Wrapped Keepsake Circlet";39;"Hintz-Blanda and Sons";"Female";"Circlet";553;"Just Because";"Pearls";19;"Yes";"Handmade";"Yes";8648
247;"Corrosion-Resistant Hinged Fancy Amulet";39;"Hintz-Blanda and Sons";"Female";"Amulet";47;"Engagement";"Sterling Silver";15;"Yes";"Machine";"No";5026
248;"Smoky Genuine Brooch";40;"Mosciski Krajcik and Crist Group";"Male";"Brooch";49;"Promotion";"Gold";10;"No";"Machine";"No";10444
249;"Flexible Carved Hairpin";40;"Mosciski Krajcik and Crist Group";"Female";"Hairpin";18;"Promotion";"Silk";16;"No";"Handmade";"Yes";25772
250;"Timeless Iridescent Tiny Circlet";40;"Mosciski Krajcik and Crist Group";"Female";"Circlet";545;"Apology";"Platinum";19;"Yes";"Machine";"Yes";11364
251;"Gunmetal Hand-Crafted Watch";41;"Hamill Inc and Co";"Female";"Watch";38;"Just Because";"Gold";13;"Yes";"Handmade";"No";12180
252;"Subtle Snag-Free Charm";41;"Hamill Inc and Co";"Female";"Charm";15;"Apology";"Colored Gemstones";15;"No";"Machine";"Yes";22344
253;"Two-Tone Chunky Bracelet";41;"Hamill Inc and Co";"Male";"Bracelet";193;"Apology";"Rose Gold";6;"No";"Handmade";"Yes";27560
254;"Artisanal Beaded Tribal Hairpin";41;"Hamill Inc and Co";"Male";"Hairpin";39;"Birthday";"Aquamarines";11;"Yes";"Handmade";"No";6657
255;"Minimalist Plated Circlet";41;"Hamill Inc and Co";"Female";"Circlet";544;"Baby Shower";"Diamonds";4;"No";"Handmade";"No";15847
256;"Striking Kiln-Fired Simple Amulet";41;"Hamill Inc and Co";"Female";"Amulet";14;"Birthday";"Colored Diamonds";2;"Yes";"Machine";"No";9492
257;"Smoky Hand-Crafted Circlet";42;"Dicki Kuvalis and Pollich Inc";"Male";"Circlet";531;"Promotion";"Crystal";11;"No";"Machine";"Yes";3877
258;"Fancy Marbled Exceptional Bracelet";42;"Dicki Kuvalis and Pollich Inc";"Female";"Bracelet";149;"Engagement";"Colored Gemstones";14;"No";"Machine";"Yes";7878
259;"Coordinating Multistrand Innovative Watch";42;"Dicki Kuvalis and Pollich Inc";"Male";"Watch";47;"Wedding";"Diamonds";20;"No";"Machine";"No";6884
260;"Trendsetting Teardrop Cut-Out Charm";42;"Dicki Kuvalis and Pollich Inc";"Female";"Charm";14;"Surgery";"Sapphires";2;"Yes";"Handmade";"No";4391
261;"Large Finely Detailed Locket";42;"Dicki Kuvalis and Pollich Inc";"Female";"Locket";41;"Just Because";"Turquoise";19;"Yes";"Machine";"Yes";6175
262;"Fancy Pierced Amulet";42;"Dicki Kuvalis and Pollich Inc";"Female";"Amulet";14;"Wedding";"White Gold";13;"No";"Handmade";"No";9642
263;"Wear-Anywhere Faceted Cuff links";42;"Dicki Kuvalis and Pollich Inc";"Female";"Cuff links";37;"Just Because";"Tanzanites";6;"No";"Handmade";"No";6234
264;"Hot Bejeweled Brooch";42;"Dicki Kuvalis and Pollich Inc";"Female";"Brooch";28;"Engagement";"Diamonds";15;"Yes";"Handmade";"No";3433
265;"Embellished Cutting-Edge Smooth Circlet";43;"Corkery PLC";"Male";"Circlet";557;"Holiday";"Silk";20;"No";"Machine";"No";24615
266;"Hand-Carved Wear-Anywhere Pendant";43;"Corkery PLC";"Female";"Pendant";18;"Baby Shower";"Tanzanites";3;"Yes";"Handmade";"Yes";13000
267;"Superior Artisan Armlet";43;"Corkery PLC";"Male";"Armlet";189;"Promotion";"Onyx";16;"No";"Machine";"Yes";6748
268;"Hand-Crafted Delicate Bracelet";43;"Corkery PLC";"Female";"Bracelet";177;"Wedding";"Rose Gold";4;"Yes";"Handmade";"No";12566
269;"Decorative Funky Necklace";43;"Corkery PLC";"Female";"Necklace";681;"Promotion";"Pearls";10;"Yes";"Machine";"Yes";9701
270;"Flawless Floral Innovative Pendant";43;"Corkery PLC";"Male";"Pendant";47;"Holiday";"Platinum";13;"Yes";"Machine";"Yes";1032
271;"Chunky Laser-Cut Charm";43;"Corkery PLC";"Female";"Charm";40;"Anniversary";"Ruthenium";3;"No";"Machine";"No";21286
272;"Hammered Carved Flexible Earrings";44;"Toy-Parker";"Male";"Earrings";4;"Holiday";"Platinum";3;"Yes";"Handmade";"Yes";4750
273;"Gold Fine Savvy Circlet";44;"Toy-Parker";"Female";"Circlet";597;"Just Because";"Ruthenium";14;"Yes";"Handmade";"No";10772
274;"Floral Beautiful Two-Tone Necklace";44;"Toy-Parker";"Male";"Necklace";529;"Birthday";"Crystal";18;"No";"Machine";"Yes";9945
275;"Exotic Finely Detailed Belly chain";44;"Toy-Parker";"Male";"Belly chain";596;"Holiday";"Sterling Silver";12;"No";"Handmade";"Yes";7489
276;"Dependable Engraved Encased Earrings";44;"Toy-Parker";"Female";"Earrings";9;"Apology";"Stainless Steel";13;"No";"Machine";"No";21040
277;"Faceted Sporty Amulet";44;"Toy-Parker";"Female";"Amulet";43;"Thank You";"Turquoise";9;"No";"Handmade";"Yes";17106
278;"Round-Cut Wardrobe-Friendly Wrapped Watch";44;"Toy-Parker";"Male";"Watch";32;"Just Because";"Rose Gold";17;"Yes";"Handmade";"No";7037
279;"Princess-Cut Tribal Small Charm";45;"Dickens Brown and Parker and Co";"Female";"Charm";24;"Holiday";"Rose Gold";2;"Yes";"Handmade";"No";9440
280;"Inlaid Innovative Pendant";45;"Dickens Brown and Parker and Co";"Male";"Pendant";38;"Anniversary";"Titanium";9;"No";"Machine";"Yes";16125
281;"Vintage Teardrop Bracelet";45;"Dickens Brown and Parker and Co";"Female";"Bracelet";132;"Anniversary";"Titanium";11;"No";"Handmade";"No";15947
282;"Reliable Glitzy Pendant";46;"Muller-Hane and Co";"Female";"Pendant";27;"Birthday";"Sterling Silver";10;"Yes";"Handmade";"Yes";8687
283;"Coordinating Bangle-Style Pendant";47;"Shanahan Ltd";"Male";"Pendant";36;"Wedding";"Sapphires";2;"Yes";"Handmade";"No";9560
284;"Clustered Beautiful Flawless Hairpin";47;"Shanahan Ltd";"Male";"Hairpin";31;"Promotion";"Titanium";17;"Yes";"Handmade";"No";10512
285;"Small Premium-Grade Pin";47;"Shanahan Ltd";"Female";"Pin";41;"Surgery";"Pearls";3;"No";"Handmade";"No";22146
286;"Chic Silver Minimalist Pin";47;"Shanahan Ltd";"Male";"Pin";22;"Surgery";"Onyx";14;"No";"Handmade";"Yes";15276
287;"Faceted Sleek Etched Brooch";47;"Shanahan Ltd";"Female";"Brooch";24;"Baby Shower";"Tanzanites";12;"No";"Machine";"Yes";20108
288;"Mosaic Gold-Plated Locket";47;"Shanahan Ltd";"Male";"Locket";13;"Holiday";"Lacquer";4;"No";"Handmade";"Yes";15190
289;"Detailed Genuine Crackled Pin";47;"Shanahan Ltd";"Female";"Pin";49;"Thank You";"Platinum";14;"No";"Handmade";"No";20990
290;"Exceptional Wrapped Belly chain";47;"Shanahan Ltd";"Male";"Belly chain";508;"Baby Shower";"Stainless Steel";10;"Yes";"Handmade";"No";18445
291;"Exotic Lightweight Ring";47;"Shanahan Ltd";"Female";"Ring";9;"Surgery";"Gold";3;"No";"Machine";"Yes";28097
292;"Nickel-Free Tiny Striking Hairpin";48;"Wintheiser Ltd and Sons";"Female";"Hairpin";18;"Baby Shower";"Sapphires";19;"No";"Handmade";"No";19934
293;"Round-Cut Silver-Tone Delicate Charm";48;"Wintheiser Ltd and Sons";"Female";"Charm";36;"Graduation";"Ruthenium";8;"No";"Machine";"No";21953
294;"Brilliant Gorgeous Hairpin";48;"Wintheiser Ltd and Sons";"Male";"Hairpin";40;"Just Because";"Aquamarines";2;"Yes";"Machine";"Yes";998
295;"Iridescent Sassy Innovative Earrings";49;"Nader Inc";"Female";"Earrings";4;"Surgery";"Pearls";5;"Yes";"Handmade";"No";13461
296;"Clustered Textured Bracelet";49;"Nader Inc";"Female";"Bracelet";138;"Holiday";"Onyx";11;"No";"Handmade";"Yes";15398
297;"Slender Superior Hairpin";49;"Nader Inc";"Female";"Hairpin";21;"Graduation";"Lacquer";16;"Yes";"Handmade";"No";11119
298;"Reflective Chunky Anklet";49;"Nader Inc";"Male";"Anklet";154;"Graduation";"Onyx";5;"Yes";"Handmade";"No";12925
299;"Brilliant Exciting Encased Bracelet";49;"Nader Inc";"Male";"Bracelet";144;"Surgery";"Colored Diamonds";10;"No";"Handmade";"No";16418
300;"Savvy Engraved Amulet";49;"Nader Inc";"Female";"Amulet";39;"Graduation";"Silk";5;"Yes";"Machine";"No";16932
301;"Timeless Simple Belly chain";49;"Nader Inc";"Male";"Belly chain";534;"Holiday";"Onyx";7;"Yes";"Handmade";"No";3688
302;"Faceted Sassy Hammered Circlet";49;"Nader Inc";"Male";"Circlet";599;"Baby Shower";"Crystal";10;"Yes";"Machine";"No";4676
303;"Hand-Carved Smooth Gold Hairpin";49;"Nader Inc";"Female";"Hairpin";31;"Promotion";"Aquamarines";15;"Yes";"Handmade";"Yes";8265
304;"Small Stylish Top-Of-The-Line Pin";49;"Nader Inc";"Male";"Pin";15;"Apology";"Sterling Silver";11;"Yes";"Handmade";"No";5848
305;"Reflective Opaque Cutting-Edge Earrings";50;"Leffler Schuppe and Christiansen";"Female";"Earrings";9;"Apology";"Sapphires";3;"No";"Machine";"Yes";31268
306;"Graceful Sparkling Studded Pendant";50;"Leffler Schuppe and Christiansen";"Male";"Pendant";15;"Apology";"Rose Gold";6;"Yes";"Machine";"Yes";3972
307;"Hinged Wooden Corrosion-Resistant Amulet";50;"Leffler Schuppe and Christiansen";"Female";"Amulet";15;"Just Because";"Sapphires";16;"Yes";"Handmade";"Yes";8864
308;"Rocker-Style Faceted Delicate Charm";50;"Leffler Schuppe and Christiansen";"Male";"Charm";24;"Surgery";"Tanzanites";8;"No";"Handmade";"Yes";15061
309;"Supportive Brilliant Brooch";50;"Leffler Schuppe and Christiansen";"Male";"Brooch";25;"Surgery";"Turquoise";4;"Yes";"Handmade";"No";6024
310;"Sleek Suspended Charm";50;"Leffler Schuppe and Christiansen";"Female";"Charm";40;"Holiday";"Silk";4;"No";"Handmade";"Yes";30820
311;"Exotic Teardrop Locket";50;"Leffler Schuppe and Christiansen";"Female";"Locket";46;"Promotion";"Tanzanites";6;"No";"Handmade";"No";16902
312;"Timeless Princess-Cut Tiny Charm";51;"White-Turner and Sons";"Male";"Charm";23;"Surgery";"Lacquer";11;"Yes";"Machine";"No";1327
313;"Finely Detailed Gunmetal Precise Ring";51;"White-Turner and Sons";"Male";"Ring";10;"Holiday";"Sapphires";16;"No";"Handmade";"No";4397
314;"Lovely Funky Necklace";51;"White-Turner and Sons";"Female";"Necklace";692;"Birthday";"Silk";10;"Yes";"Handmade";"Yes";18209
315;"Trendsetting Precious Colorful Pendant";51;"White-Turner and Sons";"Male";"Pendant";28;"Baby Shower";"Platinum";20;"No";"Handmade";"No";6942
316;"Gunmetal Silver One-Of-A-Kind Circlet";51;"White-Turner and Sons";"Female";"Circlet";586;"Baby Shower";"Turquoise";2;"Yes";"Handmade";"Yes";4857
317;"Innovative Princess-Cut Armlet";52;"Sanford-Gusikowski and Sons";"Male";"Armlet";164;"Baby Shower";"Titanium";1;"Yes";"Handmade";"Yes";4422
318;"Ornate Delicate Brooch";52;"Sanford-Gusikowski and Sons";"Male";"Brooch";28;"Birthday";"Ruthenium";6;"No";"Machine";"No";6085
319;"Slip-On Streamlined Intricate Earrings";52;"Sanford-Gusikowski and Sons";"Male";"Earrings";10;"Wedding";"Diamonds";14;"No";"Machine";"No";8756
320;"Sparkly Tiny Sale-Priced Pendant";53;"O'Conner Braun and Larson and Sons";"Female";"Pendant";35;"Just Because";"Turquoise";14;"Yes";"Handmade";"No";10108
321;"Beaded Coordinating Brooch";53;"O'Conner Braun and Larson and Sons";"Female";"Brooch";21;"Just Because";"Diamonds";2;"Yes";"Handmade";"Yes";18297
322;"Hand-Finished Dependable Lightweight Belly chain";53;"O'Conner Braun and Larson and Sons";"Male";"Belly chain";541;"Engagement";"Turquoise";15;"No";"Handmade";"No";16664
323;"Opaque Gold-Plated Sophisticated Charm";53;"O'Conner Braun and Larson and Sons";"Female";"Charm";26;"Thank You";"Lacquer";19;"Yes";"Handmade";"No";10547
324;"Bejeweled Edgy Circlet";53;"O'Conner Braun and Larson and Sons";"Male";"Circlet";525;"Promotion";"Sterling Silver";10;"Yes";"Handmade";"No";10410
325;"Exotic Burnished Anklet";53;"O'Conner Braun and Larson and Sons";"Female";"Anklet";131;"Holiday";"Lacquer";13;"No";"Handmade";"Yes";18358
326;"Individualist Bejeweled Radiant Armlet";53;"O'Conner Braun and Larson and Sons";"Female";"Armlet";154;"Engagement";"Sapphires";7;"Yes";"Handmade";"No";14596
327;"Everyday Corrosion-Resistant Circlet";54;"Witting Hegmann and Abshire";"Male";"Circlet";584;"Anniversary";"Sterling Silver";9;"Yes";"Machine";"Yes";61
328;"Premium-Grade Graceful Clustered Pendant";54;"Witting Hegmann and Abshire";"Male";"Pendant";20;"Apology";"Colored Gemstones";7;"Yes";"Handmade";"No";3491
329;"Flawless Bold Circlet";54;"Witting Hegmann and Abshire";"Female";"Circlet";567;"Anniversary";"Lacquer";15;"Yes";"Handmade";"Yes";7183
